,netapp_ontap.system_node,storage.name,LOB,model,Installed_Version,node_version,cluster_name,node_version_install_time_without_timezone,current_date,days_passed_last_ontap_upgrade,Target Golden Image,Target Golden Image-1,Target Golden Image-2,OS_Compliance,OS_Compliance-1
0,brazilstorec2-01,brazilstorec2,,CDvM200,9.11.1P3,NetApp Release 9.11.1P3: Thu Sep 29 16:06:51 UTC 2022,brazilstorec2,2022-10-31 14:53:00,2023-04-17 16:26:00,168.0,9.10.1P8,9.8.0P12,,False,False
1,brazilstorec2-02,brazilstorec2,,CDvM200,9.11.1P3,NetApp Release 9.11.1P3: Thu Sep 29 16:06:51 UTC 2022,brazilstorec2,2022-10-31 14:52:00,2023-04-17 16:26:00,168.0,9.10.1P8,9.8.0P12,,False,False
2,cavannac03n01,cavannac03,Internal,AFF-A700s,9.8.0P7,NetApp Release 9.8P7: Tue Sep 14 18:38:58 UTC 2021,cavannac03,2022-02-06 04:16:00,2023-04-17 16:26:00,435.0,9.10.1P8,9.10.1P5,9.8.0P12,False,False
3,cavannac03n02,cavannac03,Internal,AFF-A700s,9.8.0P7,NetApp Release 9.8P7: Tue Sep 14 18:38:58 UTC 2021,cavannac03,2022-02-06 04:17:00,2023-04-17 16:26:00,435.0,9.10.1P8,9.10.1P5,9.8.0P12,False,False
4,derotnp00001,derotnpc0016,Internal,FAS500f,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,derotnpc0016,2022-12-07 14:51:00,2023-04-17 16:26:00,131.0,9.10.1P8,9.10.1P5,9.8.0P12,True,True
5,derotnp00002,derotnpc0016,Internal,FAS500f,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,derotnpc0016,2022-12-07 14:51:00,2023-04-17 16:26:00,131.0,9.10.1P8,9.10.1P5,9.8.0P12,True,True
6,derotnp00007,derotnpc0009,,AFF-A800,9.8.0P7,NetApp Release 9.8P7: Tue Sep 14 18:38:58 UTC 2021,derotnpc0009,2022-10-27 23:36:00,2023-04-17 16:26:00,171.0,9.10.1P8,9.10.1P5,9.8.0P12,False,False
7,derotnp00008,derotnpc0009,,AFF-A800,9.8.0P7,NetApp Release 9.8P7: Tue Sep 14 18:38:58 UTC 2021,derotnpc0009,2022-10-27 23:34:00,2023-04-17 16:26:00,171.0,9.10.1P8,9.10.1P5,9.8.0P12,False,False
8,derotnp00009,derotnpc0010,,AFF-A800,9.8.0P7,NetApp Release 9.8P7: Tue Sep 14 18:38:58 UTC 2021,derotnpc0010,2022-10-28 01:51:00,2023-04-17 16:26:00,171.0,9.10.1P8,9.10.1P5,9.8.0P12,False,False
9,derotnp00010,derotnpc0010,,AFF-A800,9.8.0P7,NetApp Release 9.8P7: Tue Sep 14 18:38:58 UTC 2021,derotnpc0010,2022-10-28 01:52:00,2023-04-17 16:26:00,171.0,9.10.1P8,9.10.1P5,9.8.0P12,False,False
10,derotnp00065,derotnpc0008,Internal,FAS8060,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,derotnpc0008,2022-08-25 22:37:00,2023-04-17 16:26:00,234.0,9.8.0P16,9.8.0P12,,False,True
11,derotnp00066,derotnpc0008,Internal,FAS8060,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,derotnpc0008,2022-08-25 22:40:00,2023-04-17 16:26:00,234.0,9.8.0P16,9.8.0P12,,False,True
12,derotnp00073,derotnpc0009,Internal,FAS8080,9.8.0P7,NetApp Release 9.8P7: Tue Sep 14 18:38:58 UTC 2021,derotnpc0009,2022-04-23 22:20:00,2023-04-17 16:26:00,358.0,9.8.0P16,9.8.0P12,,False,False
13,derotnp00074,derotnpc0009,Internal,FAS8080,9.8.0P7,NetApp Release 9.8P7: Tue Sep 14 18:38:58 UTC 2021,derotnpc0009,2022-04-23 22:21:00,2023-04-17 16:26:00,358.0,9.8.0P16,9.8.0P12,,False,False
14,derotnp00075,derotnpc0010,Internal,FAS8080,9.8.0P7,NetApp Release 9.8P7: Tue Sep 14 18:38:58 UTC 2021,derotnpc0010,2022-04-23 22:22:00,2023-04-17 16:26:00,358.0,9.8.0P16,9.8.0P12,,False,False
15,derotnp00076,derotnpc0010,Internal,FAS8080,9.8.0P7,NetApp Release 9.8P7: Tue Sep 14 18:38:58 UTC 2021,derotnpc0010,2022-04-23 22:22:00,2023-04-17 16:26:00,358.0,9.8.0P16,9.8.0P12,,False,False
16,derotnp00081,derotnpc0007,Internal,FAS8020,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,derotnpc0007,2022-08-11 22:58:00,2023-04-17 16:26:00,248.0,9.8.0P16,9.8.0P12,,False,True
17,derotnp00082,derotnpc0007,Internal,FAS8020,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,derotnpc0007,2022-08-11 23:00:00,2023-04-17 16:26:00,248.0,9.8.0P16,9.8.0P12,,False,True
18,derotnp00083,derotnpc0011,Internal,FAS8060,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,derotnpc0011,2022-08-19 22:32:00,2023-04-17 16:26:00,240.0,9.8.0P16,9.8.0P12,,False,True
19,derotnp00084,derotnpc0011,Internal,FAS8060,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,derotnpc0011,2022-08-19 22:31:00,2023-04-17 16:26:00,240.0,9.8.0P16,9.8.0P12,,False,True
20,derotnp00085,derotnpc0011,Internal,FAS8080,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,derotnpc0011,2022-08-19 22:30:00,2023-04-17 16:26:00,240.0,9.8.0P16,9.8.0P12,,False,True
21,derotnp00086,derotnpc0011,Internal,FAS8080,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,derotnpc0011,2022-08-19 22:31:00,2023-04-17 16:26:00,240.0,9.8.0P16,9.8.0P12,,False,True
22,derotnp00087,derotnpc0011,Internal,FAS8080,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,derotnpc0011,2022-08-19 22:30:00,2023-04-17 16:26:00,240.0,9.8.0P16,9.8.0P12,,False,True
23,derotnp00088,derotnpc0011,Internal,FAS8080,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,derotnpc0011,2022-08-19 22:30:00,2023-04-17 16:26:00,240.0,9.8.0P16,9.8.0P12,,False,True
24,derotnp00093,derotnpc0011,Internal,AFF8080,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,derotnpc0011,2022-08-19 22:30:00,2023-04-17 16:26:00,240.0,9.8.0P16,9.8.0P12,,False,True
25,derotnp00094,derotnpc0011,Internal,AFF8080,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,derotnpc0011,2022-08-19 22:30:00,2023-04-17 16:26:00,240.0,9.8.0P16,9.8.0P12,,False,True
26,derotnp00095,derotnpc0013,Internal,AFF8080,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,derotnpc0013,2022-08-19 22:07:00,2023-04-17 16:26:00,240.0,9.8.0P16,9.8.0P12,,False,True
27,derotnp00096,derotnpc0013,Internal,AFF8080,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,derotnpc0013,2022-08-19 22:08:00,2023-04-17 16:26:00,240.0,9.8.0P16,9.8.0P12,,False,True
28,derotnp00097,derotnpc0013,Internal,FAS8060,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,derotnpc0013,2022-08-19 22:08:00,2023-04-17 16:26:00,240.0,9.8.0P16,9.8.0P12,,False,True
29,derotnp00098,derotnpc0013,Internal,FAS8060,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,derotnpc0013,2022-08-19 22:11:00,2023-04-17 16:26:00,240.0,9.8.0P16,9.8.0P12,,False,True
30,derotnp00103,derotnpc0014,Internal,FAS8040,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,derotnpc0014,2022-08-06 22:07:00,2023-04-17 16:26:00,253.0,9.8.0P16,9.8.0P12,,False,True
31,derotnp00104,derotnpc0014,Internal,FAS8040,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,derotnpc0014,2022-08-06 22:05:00,2023-04-17 16:26:00,253.0,9.8.0P16,9.8.0P12,,False,True
32,derotnp00107,derotnpc0013,Internal,AFF-A700,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,derotnpc0013,2022-08-19 22:07:00,2023-04-17 16:26:00,240.0,9.10.1P8,9.8.0P12,,False,True
33,derotnp00108,derotnpc0013,Internal,AFF-A700,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,derotnpc0013,2022-08-19 22:07:00,2023-04-17 16:26:00,240.0,9.10.1P8,9.8.0P12,,False,True
34,derotnp00109,derotnpc0013,Internal,AFF-A700,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,derotnpc0013,2022-08-19 22:07:00,2023-04-17 16:26:00,240.0,9.10.1P8,9.8.0P12,,False,True
35,derotnp00110,derotnpc0013,Internal,AFF-A700,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,derotnpc0013,2022-08-19 22:07:00,2023-04-17 16:26:00,240.0,9.10.1P8,9.8.0P12,,False,True
36,derotnp00111,derotnpc0002,Internal,AFF-A300,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,derotnpc0002,2023-02-03 00:57:00,2023-04-17 16:26:00,73.0,9.10.1P8,9.10.1P5,9.8.0P12,True,True
37,derotnp00112,derotnpc0002,Internal,AFF-A300,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,derotnpc0002,2023-02-03 00:57:00,2023-04-17 16:26:00,73.0,9.10.1P8,9.10.1P5,9.8.0P12,True,True
38,derotnp00115,derotnpc0002,Internal,AFF-A700,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,derotnpc0002,2023-02-03 00:57:00,2023-04-17 16:26:00,73.0,9.10.1P8,9.8.0P12,,True,True
39,derotnp00116,derotnpc0002,Internal,AFF-A700,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,derotnpc0002,2023-02-03 00:57:00,2023-04-17 16:26:00,73.0,9.10.1P8,9.8.0P12,,True,True
40,derotnp00125,derotnpc0002,Internal,AFF-A700,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,derotnpc0002,2023-02-03 00:57:00,2023-04-17 16:26:00,73.0,9.10.1P8,9.8.0P12,,True,True
41,derotnp00126,derotnpc0002,Internal,AFF-A700,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,derotnpc0002,2023-02-03 00:57:00,2023-04-17 16:26:00,73.0,9.10.1P8,9.8.0P12,,True,True
42,derotnp00127,derotnpc0008,Internal,AFF-A700,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,derotnpc0008,2022-08-25 22:32:00,2023-04-17 16:26:00,234.0,9.10.1P8,9.8.0P12,,False,True
43,derotnp00128,derotnpc0008,Internal,AFF-A700,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,derotnpc0008,2022-08-25 22:32:00,2023-04-17 16:26:00,234.0,9.10.1P8,9.8.0P12,,False,True
44,derotnp00129,derotnpc0015,Internal,AFF-A700s,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,derotnpc0015,2023-02-03 23:42:00,2023-04-17 16:26:00,72.0,9.10.1P8,9.10.1P5,9.8.0P12,True,True
45,derotnp00130,derotnpc0015,Internal,AFF-A700s,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,derotnpc0015,2023-02-03 23:42:00,2023-04-17 16:26:00,72.0,9.10.1P8,9.10.1P5,9.8.0P12,True,True
46,derotnp00131,derotnpc0015,Internal,AFF-A700s,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,derotnpc0015,2023-02-03 23:42:00,2023-04-17 16:26:00,72.0,9.10.1P8,9.10.1P5,9.8.0P12,True,True
47,derotnp00132,derotnpc0015,Internal,AFF-A700s,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,derotnpc0015,2023-02-03 23:42:00,2023-04-17 16:26:00,72.0,9.10.1P8,9.10.1P5,9.8.0P12,True,True
48,derotnp90017,derotnpc9003,Internal,AFF-A800,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,derotnpc9003,2023-02-04 22:05:00,2023-04-17 16:26:00,71.0,9.10.1P8,9.10.1P5,9.8.0P12,True,True
49,derotnp90018,derotnpc9003,Internal,AFF-A800,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,derotnpc9003,2023-02-04 22:05:00,2023-04-17 16:26:00,71.0,9.10.1P8,9.10.1P5,9.8.0P12,True,True
50,dewdfnp00009,dewdfnpc0003,Internal,FAS8020,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,dewdfnpc0003,2022-08-04 22:26:00,2023-04-17 16:26:00,255.0,9.8.0P16,9.8.0P12,,False,True
51,dewdfnp00010,dewdfnpc0003,Internal,FAS8020,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,dewdfnpc0003,2022-08-04 22:28:00,2023-04-17 16:26:00,255.0,9.8.0P16,9.8.0P12,,False,True
52,dewdfnp00011,dewdfnpc0003,Internal,FAS8020,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,dewdfnpc0003,2022-08-04 22:25:00,2023-04-17 16:26:00,255.0,9.8.0P16,9.8.0P12,,False,True
53,dewdfnp00012,dewdfnpc0003,Internal,FAS8020,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,dewdfnpc0003,2022-08-04 22:26:00,2023-04-17 16:26:00,255.0,9.8.0P16,9.8.0P12,,False,True
54,dewdfnp00013,dewdfnpc0001,Internal,FAS8040,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,dewdfnpc0001,2022-08-04 22:11:00,2023-04-17 16:26:00,255.0,9.8.0P16,9.8.0P12,,False,True
55,dewdfnp00014,dewdfnpc0001,Internal,FAS8040,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,dewdfnpc0001,2022-08-04 22:12:00,2023-04-17 16:26:00,255.0,9.8.0P16,9.8.0P12,,False,True
56,dewdfnp00015,dewdfnpc0001,Internal,FAS8080,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,dewdfnpc0001,2022-08-04 22:09:00,2023-04-17 16:26:00,255.0,9.8.0P16,9.8.0P12,,False,True
57,dewdfnp00016,dewdfnpc0001,Internal,FAS8080,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,dewdfnpc0001,2022-08-04 22:09:00,2023-04-17 16:26:00,255.0,9.8.0P16,9.8.0P12,,False,True
58,dewdfnp00017,dewdfnpc0004,Internal,FAS8200,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,dewdfnpc0004,2023-02-05 22:06:00,2023-04-17 16:26:00,70.0,9.10.1P8,9.8.0P12,,True,True
59,dewdfnp00018,dewdfnpc0004,Internal,FAS8200,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,dewdfnpc0004,2023-02-05 22:06:00,2023-04-17 16:26:00,70.0,9.10.1P8,9.8.0P12,,True,True
60,hec01f0039,hec01fc003,HEC,AFF-A300,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec01fc003,2022-09-26 18:51:00,2023-04-17 16:26:00,202.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
61,hec01f0040,hec01fc003,HEC,AFF-A300,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec01fc003,2022-09-26 18:51:00,2023-04-17 16:26:00,202.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
62,hec01f0043,hec01fc008,HEC,AFF-A700,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec01fc008,2022-11-18 18:53:00,2023-04-17 16:26:00,149.0,9.10.1P8,9.8.0P12,,False,True
63,hec01f0044,hec01fc008,HEC,AFF-A700,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec01fc008,2022-11-18 18:53:00,2023-04-17 16:26:00,149.0,9.10.1P8,9.8.0P12,,False,True
64,hec01f0045,hec01fc001,HEC,AFF-A700,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec01fc001,2022-11-15 18:48:00,2023-04-17 16:26:00,152.0,9.10.1P8,9.8.0P12,,False,True
65,hec01f0046,hec01fc001,HEC,AFF-A700,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec01fc001,2022-11-15 18:48:00,2023-04-17 16:26:00,152.0,9.10.1P8,9.8.0P12,,False,True
66,hec01f0047,hec01fc010,HEC,FAS8200,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec01fc010,2022-09-15 18:15:00,2023-04-17 16:26:00,213.0,9.10.1P8,9.8.0P12,,False,True
67,hec01f0048,hec01fc010,HEC,FAS8200,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec01fc010,2022-09-15 18:15:00,2023-04-17 16:26:00,213.0,9.10.1P8,9.8.0P12,,False,True
68,hec01f0049,hec01fc009,HEC,AFF-A700s,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec01fc009,2022-11-17 18:57:00,2023-04-17 16:26:00,150.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
69,hec01f0050,hec01fc009,HEC,AFF-A700s,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec01fc009,2022-11-17 18:58:00,2023-04-17 16:26:00,150.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
70,hec01f0051,hec01fc009,HEC,AFF-A700s,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec01fc009,2022-11-17 18:57:00,2023-04-17 16:26:00,150.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
71,hec01f0052,hec01fc009,HEC,AFF-A700s,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec01fc009,2022-11-17 18:57:00,2023-04-17 16:26:00,150.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
72,hec01f0053,hec01fc002,HEC,FAS8200,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec01fc002,2022-09-20 18:28:00,2023-04-17 16:26:00,208.0,9.10.1P8,9.8.0P12,,False,True
73,hec01f0054,hec01fc002,HEC,FAS8200,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec01fc002,2022-09-20 18:28:00,2023-04-17 16:26:00,208.0,9.10.1P8,9.8.0P12,,False,True
74,hec01f0055,hec01fc001,HEC,AFF-A700s,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec01fc001,2022-11-15 18:48:00,2023-04-17 16:26:00,152.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
75,hec01f0056,hec01fc001,HEC,AFF-A700s,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec01fc001,2022-11-15 18:48:00,2023-04-17 16:26:00,152.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
76,hec01f0057,hec01fc001,HEC,AFF-A700s,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec01fc001,2022-11-15 18:48:00,2023-04-17 16:26:00,152.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
77,hec01f0058,hec01fc001,HEC,AFF-A700s,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec01fc001,2022-11-15 18:49:00,2023-04-17 16:26:00,152.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
78,hec01f0061,hec01fc012,HEC,AFF-A700s,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec01fc012,2022-09-28 18:32:00,2023-04-17 16:26:00,200.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
79,hec01f0062,hec01fc012,HEC,AFF-A700s,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec01fc012,2022-09-28 18:33:00,2023-04-17 16:26:00,200.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
80,hec01f0063,hec01fc012,HEC,AFF-A700s,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec01fc012,2022-09-28 18:33:00,2023-04-17 16:26:00,200.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
81,hec01f0064,hec01fc012,HEC,AFF-A700s,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec01fc012,2022-09-28 18:33:00,2023-04-17 16:26:00,200.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
82,hec01f0065,hec01fc004,HEC,AFF-A700s,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec01fc004,2022-09-27 18:39:00,2023-04-17 16:26:00,201.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
83,hec01f0066,hec01fc004,HEC,AFF-A700s,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec01fc004,2022-09-27 18:40:00,2023-04-17 16:26:00,201.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
84,hec01f0073,hec01fc008,HEC,AFF-A700s,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec01fc008,2022-11-18 18:53:00,2023-04-17 16:26:00,149.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
85,hec01f0074,hec01fc008,HEC,AFF-A700s,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec01fc008,2022-11-18 18:53:00,2023-04-17 16:26:00,149.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
86,hec01f0075,hec01fc006,HEC,AFF-A700s,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec01fc006,2022-11-16 19:51:00,2023-04-17 16:26:00,151.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
87,hec01f0076,hec01fc006,HEC,AFF-A700s,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec01fc006,2022-11-16 19:52:00,2023-04-17 16:26:00,151.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
88,hec01f0077,hec01fc006,HEC,AFF-A700s,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec01fc006,2022-11-16 19:52:00,2023-04-17 16:26:00,151.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
89,hec01f0078,hec01fc006,HEC,AFF-A700s,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec01fc006,2022-11-16 19:52:00,2023-04-17 16:26:00,151.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
90,hec01f0079,hec01fc006,HEC,AFF-A700s,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec01fc006,2022-11-16 19:52:00,2023-04-17 16:26:00,151.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
91,hec01f0080,hec01fc006,HEC,AFF-A700s,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec01fc006,2022-11-16 19:52:00,2023-04-17 16:26:00,151.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
92,hec01f0081,hec01fc001,HEC,AFF-A700s,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec01fc001,2022-11-15 18:48:00,2023-04-17 16:26:00,152.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
93,hec01f0082,hec01fc001,HEC,AFF-A700s,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec01fc001,2022-11-15 18:48:00,2023-04-17 16:26:00,152.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
94,hec01f0083,hec01fc008,HEC,AFF-A700s,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec01fc008,2022-11-18 18:53:00,2023-04-17 16:26:00,149.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
95,hec01f0084,hec01fc008,HEC,AFF-A700s,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec01fc008,2022-11-18 18:53:00,2023-04-17 16:26:00,149.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
96,hec01f0087,hec01fc002,HEC,FAS8200,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec01fc002,2022-09-20 18:28:00,2023-04-17 16:26:00,208.0,9.10.1P8,9.8.0P12,,False,True
97,hec01f0088,hec01fc002,HEC,FAS8200,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec01fc002,2022-09-20 18:28:00,2023-04-17 16:26:00,208.0,9.10.1P8,9.8.0P12,,False,True
98,hec01f0091,hec01fc008,HEC,AFF-A800,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec01fc008,2022-11-18 18:53:00,2023-04-17 16:26:00,149.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
99,hec01f0092,hec01fc008,HEC,AFF-A800,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec01fc008,2022-11-18 18:53:00,2023-04-17 16:26:00,149.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
100,hec01f0093,hec01fc009,HEC,AFF-A800,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec01fc009,2022-11-17 18:57:00,2023-04-17 16:26:00,150.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
101,hec01f0094,hec01fc009,HEC,AFF-A800,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec01fc009,2022-11-17 18:57:00,2023-04-17 16:26:00,150.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
102,hec01f0097,hec01fc002,HEC,FAS8300,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec01fc002,2022-09-20 18:28:00,2023-04-17 16:26:00,208.0,9.10.1P8,9.8.0P12,,False,True
103,hec01f0098,hec01fc002,HEC,FAS8300,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec01fc002,2022-09-20 18:28:00,2023-04-17 16:26:00,208.0,9.10.1P8,9.8.0P12,,False,True
104,hec01f0099,hec01fc006,HEC,AFF-A800,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec01fc006,2022-11-16 19:52:00,2023-04-17 16:26:00,151.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
