,netapp_ontap.system_node,storage.name,LOB,model,Installed_Version,node_version,cluster_name,node_version_install_time_without_timezone,current_date,days_passed_last_ontap_upgrade,Target Golden Image,Target Golden Image-1,Target Golden Image-2,OS_Compliance,OS_Compliance-1
259,hec15f0012,hec15fc001,HEC,AFF-A700s,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec15fc001,2022-10-04 18:20:00,2023-04-17 16:26:00,194.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
260,hec15f0013,hec15fc003,HEC,AFF-A400,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec15fc003,2022-09-21 18:21:00,2023-04-17 16:26:00,207.0,9.10.1P8,9.8.0P12,,False,True
261,hec15f0014,hec15fc003,HEC,AFF-A400,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec15fc003,2022-09-21 18:22:00,2023-04-17 16:26:00,207.0,9.10.1P8,9.8.0P12,,False,True
262,hec15f0015,hec15fc001,HEC,AFF-A800,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec15fc001,2022-10-04 18:20:00,2023-04-17 16:26:00,194.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
263,hec15f0016,hec15fc001,HEC,AFF-A800,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec15fc001,2022-10-04 18:20:00,2023-04-17 16:26:00,194.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
264,hec15f0501,hec15fc051,HEC,AFF-A700s,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec15fc051,2022-09-14 18:05:00,2023-04-17 16:26:00,214.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
265,hec15f0502,hec15fc051,HEC,AFF-A700s,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec15fc051,2022-09-14 18:06:00,2023-04-17 16:26:00,214.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
266,hec15f0503,hec15fc051,HEC,AFF-A800,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec15fc051,2023-01-30 13:39:00,2023-04-17 16:26:00,77.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
267,hec15f0504,hec15fc051,HEC,AFF-A800,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec15fc051,2023-01-30 13:41:00,2023-04-17 16:26:00,77.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
268,hec16f0001,hec16fc001,HEC,AFF-A700s,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec16fc001,2022-08-12 04:26:00,2023-04-17 16:26:00,248.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
269,hec16f0002,hec16fc001,HEC,AFF-A700s,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec16fc001,2022-08-12 04:26:00,2023-04-17 16:26:00,248.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
270,hec16f0005,hec16fc003,HEC,AFF-A300,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec16fc003,2022-08-15 04:20:00,2023-04-17 16:26:00,245.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
271,hec16f0006,hec16fc003,HEC,AFF-A300,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec16fc003,2022-08-15 04:20:00,2023-04-17 16:26:00,245.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
272,hec16f0007,hec16fc001,HEC,AFF-A700s,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec16fc001,2022-08-12 04:26:00,2023-04-17 16:26:00,248.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
273,hec16f0008,hec16fc001,HEC,AFF-A700s,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec16fc001,2022-08-12 04:26:00,2023-04-17 16:26:00,248.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
274,hec16f0501,hec16fc051,HEC,AFF-A700s,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec16fc051,2022-08-16 04:31:00,2023-04-17 16:26:00,244.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
275,hec16f0502,hec16fc051,HEC,AFF-A700s,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec16fc051,2022-08-16 04:31:00,2023-04-17 16:26:00,244.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
276,hec17f0001,hec17fc001,HEC,AFF-A700s,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec17fc001,2022-08-01 04:10:00,2023-04-17 16:26:00,259.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
277,hec17f0002,hec17fc001,HEC,AFF-A700s,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec17fc001,2022-08-01 04:11:00,2023-04-17 16:26:00,259.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
278,hec17f0005,hec17fc003,HEC,AFF-A300,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec17fc003,2022-08-11 04:44:00,2023-04-17 16:26:00,249.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
279,hec17f0006,hec17fc003,HEC,AFF-A300,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec17fc003,2022-08-11 04:44:00,2023-04-17 16:26:00,249.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
280,hec18f0001,hec18fc001,HEC,AFF-A700s,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec18fc001,2022-07-29 04:19:00,2023-04-17 16:26:00,262.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
281,hec18f0002,hec18fc001,HEC,AFF-A700s,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec18fc001,2022-07-29 04:19:00,2023-04-17 16:26:00,262.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
282,hec18f005,hec18fc003,HEC,AFF-A300,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec18fc003,2022-08-04 05:26:00,2023-04-17 16:26:00,256.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
283,hec18f006,hec18fc003,HEC,AFF-A300,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec18fc003,2022-08-04 05:26:00,2023-04-17 16:26:00,256.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
284,hec19f0001,hec19fc001,HEC,AFF-A700s,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec19fc001,2022-08-17 22:13:00,2023-04-17 16:26:00,242.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
285,hec19f0002,hec19fc001,HEC,AFF-A700s,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec19fc001,2022-08-17 22:14:00,2023-04-17 16:26:00,242.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
286,hec19f0005,hec19fc003,HEC,AFF-A300,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec19fc003,2022-08-19 22:05:00,2023-04-17 16:26:00,240.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
287,hec19f0006,hec19fc003,HEC,AFF-A300,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec19fc003,2022-08-19 22:06:00,2023-04-17 16:26:00,240.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
288,hec19f0007,hec19fc001,HEC,AFF-A800,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec19fc001,2022-08-17 22:13:00,2023-04-17 16:26:00,242.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
289,hec19f0008,hec19fc001,HEC,AFF-A800,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec19fc001,2022-08-17 22:13:00,2023-04-17 16:26:00,242.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
290,hec19f0501,hec19fc051,HEC,AFF-A700s,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec19fc051,2022-08-12 22:12:00,2023-04-17 16:26:00,247.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
291,hec19f0502,hec19fc051,HEC,AFF-A700s,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec19fc051,2022-08-12 22:12:00,2023-04-17 16:26:00,247.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
292,iltlvsn07-01,iltlvsn07,Internal,FAS8040,9.7.0P11,NetApp Release 9.7P11: Tue Jan 12 23:00:49 UTC 2021,iltlvsn07,2021-07-24 23:49:00,2023-04-17 16:26:00,631.0,9.8.0P16,9.8.0P12,,False,False
293,iltlvsn07-02,iltlvsn07,Internal,FAS8040,9.7.0P11,NetApp Release 9.7P11: Tue Jan 12 23:00:49 UTC 2021,iltlvsn07,2021-07-24 23:50:00,2023-04-17 16:26:00,631.0,9.8.0P16,9.8.0P12,,False,False
294,inblrnp01,inblrnpc01,Internal,FAS2720,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,inblrnpc01,2023-02-08 12:48:00,2023-04-17 16:26:00,68.0,9.10.1P8,9.8.0P12,,True,True
295,inblrnp02,inblrnpc01,Internal,FAS2720,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,inblrnpc01,2023-02-08 12:50:00,2023-04-17 16:26:00,68.0,9.10.1P8,9.8.0P12,,True,True
296,indhdnp001,indhdnpc001,Internal,FAS2620,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,indhdnpc001,2022-08-05 15:06:00,2023-04-17 16:26:00,255.0,9.10.1P8,9.8.0P12,,False,True
297,indhdnp002,indhdnpc001,Internal,FAS2620,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,indhdnpc001,2022-08-05 15:07:00,2023-04-17 16:26:00,255.0,9.10.1P8,9.8.0P12,,False,True
298,nzakl1np01a,nzakl1npc01,Internal,FAS2750,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,nzakl1npc01,2023-02-01 22:06:00,2023-04-17 16:26:00,74.0,9.10.1P8,9.8.0P12,,True,True
299,nzakl1np01b,nzakl1npc01,Internal,FAS2750,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,nzakl1npc01,2023-02-01 22:05:00,2023-04-17 16:26:00,74.0,9.10.1P8,9.8.0P12,,True,True
300,qa-de-2-stnpca1-01,qa-de-2-stnpca1,CCloud,AFF-A220,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,qa-de-2-stnpca1,2022-12-28 17:03:00,2023-04-17 16:26:00,109.0,9.10.1P8,9.10.1P5,9.8.0P12,True,True
301,qa-de-2-stnpca1-02,qa-de-2-stnpca1,CCloud,AFF-A220,9.10.1P8,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,qa-de-2-stnpca1,2022-12-28 17:04:00,2023-04-17 16:26:00,109.0,9.10.1P8,9.10.1P5,9.8.0P12,True,True
302,qa-de-3-stnpa1-01,qa-de-3-stnpca1,CCloud,AFF-A220,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,qa-de-3-stnpca1,2022-09-26 10:47:00,2023-04-17 16:26:00,203.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
303,qa-de-3-stnpa1-02,qa-de-3-stnpca1,CCloud,AFF-A220,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,qa-de-3-stnpca1,2022-09-26 10:48:00,2023-04-17 16:26:00,203.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
304,qa-de-4-stnpa1-01,qa-de-4-stnpca1,CCloud,AFF-A220,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,qa-de-4-stnpca1,2022-09-26 11:09:00,2023-04-17 16:26:00,203.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
305,qa-de-4-stnpa1-02,qa-de-4-stnpca1,CCloud,AFF-A220,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,qa-de-4-stnpca1,2022-09-26 11:09:00,2023-04-17 16:26:00,203.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
306,qa-de-5-stnpa1-01,qa-de-5-stnpca1,CCloud,AFF-A220,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,qa-de-5-stnpca1,2022-09-26 13:12:00,2023-04-17 16:26:00,203.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
307,qa-de-5-stnpa1-02,qa-de-5-stnpca1,CCloud,AFF-A220,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,qa-de-5-stnpca1,2022-09-26 13:12:00,2023-04-17 16:26:00,203.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
308,qa-de-6-stnpa1-01,qa-de-6-stnpca1,CCloud,AFF-A220,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,qa-de-6-stnpca1,2022-09-26 13:12:00,2023-04-17 16:26:00,203.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
309,qa-de-6-stnpa1-02,qa-de-6-stnpca1,CCloud,AFF-A220,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,qa-de-6-stnpca1,2022-09-26 13:13:00,2023-04-17 16:26:00,203.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
310,stnp056-01,stnpc056,CCloud,AFF8080,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpc056,2022-10-11 22:07:00,2023-04-17 16:26:00,187.0,9.8.0P16,9.8.0P12,,False,True
311,stnp056-02,stnpc056,CCloud,AFF8080,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpc056,2022-10-11 22:08:00,2023-04-17 16:26:00,187.0,9.8.0P16,9.8.0P12,,False,True
312,stnpa1-01,stnpca1,CCloud,FAS2552,9.8.0P16,NetApp Release 9.8P16: Fri Dec 02 02:05:05 UTC 2022,stnpca1,2023-02-18 22:45:00,2023-04-17 16:26:00,57.0,9.10.1P8,9.8.0P12,9.8.0P16,False,True
313,stnpa1-01-ap003,stnpca1-ap003,CCloud,AFF-A220,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap003,2022-12-12 19:05:00,2023-04-17 16:26:00,125.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
314,stnpa1-01-ap004,stnpca1-ap004,CCloud,AFF-A220,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap004,2022-09-25 22:04:00,2023-04-17 16:26:00,203.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
315,stnpa1-01-ap005,stnpca1-ap005,CCloud,AFF-A220,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap005,2022-08-31 22:13:00,2023-04-17 16:26:00,228.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
316,stnpa1-01-ap006,stnpca1-ap006,CCloud,AFF-A220,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap006,2022-09-04 22:13:00,2023-04-17 16:26:00,224.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
317,stnpa1-01-ap007,stnpca1-ap007,CCloud,AFF-A220,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap007,2022-09-04 22:17:00,2023-04-17 16:26:00,224.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
318,stnpa1-01-ap008,stnpca1-ap008,CCloud,AFF-A220,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap008,2022-09-05 22:34:00,2023-04-17 16:26:00,223.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
319,stnpa1-01-ap009,stnpca1-ap009,CCloud,AFF-A220,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap009,2022-09-03 22:03:00,2023-04-17 16:26:00,225.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
320,stnpa1-01-ap010,stnpca1-ap010,CCloud,AFF-A220,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap010,2022-09-01 22:03:00,2023-04-17 16:26:00,227.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
321,stnpa1-01-ap013,stnpca1-ap013,CCloud,AFF-A220,9.10.1P4,NetApp Release 9.10.1P4: Mon May 09 22:11:44 UTC 2022,stnpca1-ap013,2022-07-11 19:05:00,2023-04-17 16:26:00,279.0,9.10.1P8,9.10.1P5,9.8.0P12,False,False
322,stnpa1-01-ap014,stnpca1-ap014,CCloud,AFF-A220,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap014,2022-08-01 15:04:00,2023-04-17 16:26:00,259.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
323,stnpa1-01-ap015,stnpca1-ap015,CCloud,AFF-A220,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap015,2022-08-02 15:08:00,2023-04-17 16:26:00,258.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
324,stnpa1-01-ap016,stnpca1-ap016,CCloud,AFF-A220,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap016,2022-08-24 04:11:00,2023-04-17 16:26:00,236.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
325,stnpa1-01-ap017,stnpca1-ap017,CCloud,AFF-A220,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap017,2022-08-25 04:08:00,2023-04-17 16:26:00,235.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
326,stnpa1-01-ap018,stnpca1-ap018,CCloud,AFF-A220,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap018,2022-08-26 04:08:00,2023-04-17 16:26:00,234.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
327,stnpa1-01-ap019,stnpca1-ap019,CCloud,AFF-A220,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap019,2022-08-27 04:09:00,2023-04-17 16:26:00,233.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
328,stnpa1-01-ap020,stnpca1-ap020,CCloud,AFF-A220,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap020,2022-08-03 15:59:00,2023-04-17 16:26:00,257.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
329,stnpa1-01-ap021,stnpca1-ap021,CCloud,AFF-A220,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap021,2022-08-08 15:03:00,2023-04-17 16:26:00,252.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
330,stnpa1-01-ap022,stnpca1-ap022,CCloud,AFF-A220,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap022,2022-08-11 15:12:00,2023-04-17 16:26:00,249.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
331,stnpa1-01-ap023,stnpca1-ap023,CCloud,AFF-A220,9.10.1P4,NetApp Release 9.10.1P4: Mon May 09 22:11:44 UTC 2022,stnpca1-ap023,2022-07-12 19:05:00,2023-04-17 16:26:00,278.0,9.10.1P8,9.10.1P5,9.8.0P12,False,False
332,stnpa1-01-ap025,stnpca1-ap025,CCloud,AFF-A250,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap025,2022-10-26 11:13:00,2023-04-17 16:26:00,173.0,9.10.1P8,9.10.1P5,,False,True
333,stnpa1-01-ap027,stnpca1-ap027,CCloud,AFF-A220,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap027,2022-08-28 04:01:00,2023-04-17 16:26:00,232.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
334,stnpa1-01-ap028,stnpca1-ap028,CCloud,AFF-A220,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap028,2022-08-01 13:48:00,2023-04-17 16:26:00,259.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
335,stnpa1-01-ap029,stnpca1-ap029,CCloud,AFF-A220,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap029,2022-08-29 04:11:00,2023-04-17 16:26:00,231.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
336,stnpa1-01-ap032,stnpca1-ap032,CCloud,AFF-A250,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap032,2022-10-24 11:06:00,2023-04-17 16:26:00,175.0,9.10.1P8,9.10.1P5,,False,True
337,stnpa1-01-ap035,stnpca1-ap035,CCloud,AFF-A220,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap035,2022-08-30 04:03:00,2023-04-17 16:26:00,230.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
338,stnpa1-01-ap036,stnpca1-ap036,CCloud,AFF-A220,9.10.1P5,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-ap036,2023-04-10 15:04:00,2023-04-17 16:26:00,7.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
339,stnpa1-01-ap037,stnpca1-ap037,CCloud,AFF-A220,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap037,2022-09-22 04:07:00,2023-04-17 16:26:00,207.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
340,stnpa1-01-ap038,stnpca1-ap038,CCloud,AFF-A220,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap038,2022-10-20 04:07:00,2023-04-17 16:26:00,179.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
341,stnpa1-01-ap045,stnpca1-ap045,CCloud,AFF-A250,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap045,2022-09-06 16:49:00,2023-04-17 16:26:00,222.0,9.10.1P8,9.10.1P5,,False,True
342,stnpa1-01-bb034,stnpca1-bb034,CCloud,AFF8080,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpca1-bb034,2022-10-11 22:07:00,2023-04-17 16:26:00,187.0,9.8.0P16,9.8.0P12,,False,True
343,stnpa1-01-bb036,stnpca1-bb036,CCloud,AFF8080,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpca1-bb036,2022-09-07 04:17:00,2023-04-17 16:26:00,222.0,9.8.0P16,9.8.0P12,,False,True
344,stnpa1-01-bb043,stnpca1-bb043,CCloud,AFF8040,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpca1-bb043,2022-07-23 15:22:00,2023-04-17 16:26:00,268.0,9.8.0P16,9.8.0P12,,False,True
345,stnpa1-01-bb047,stnpca1-bb047,CCloud,AFF8040,9.8.0P16,NetApp Release 9.8P16: Fri Dec 02 02:05:05 UTC 2022,stnpca1-bb047,2023-03-04 15:08:00,2023-04-17 16:26:00,44.0,9.8.0P16,9.8.0P12,,True,True
346,stnpa1-01-bb052,stnpca1-bb052,CCloud,AFF8040,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpca1-bb052,2022-07-17 15:05:00,2023-04-17 16:26:00,274.0,9.8.0P16,9.8.0P12,,False,True
347,stnpa1-01-bb058,stnpca1-bb058,CCloud,AFF8080,9.8.0P16,NetApp Release 9.8P16: Fri Dec 02 02:05:05 UTC 2022,stnpca1-bb058,2023-03-05 15:11:00,2023-04-17 16:26:00,43.0,9.8.0P16,9.8.0P12,,True,True
348,stnpa1-01-bb060,stnpca1-bb060,CCloud,FAS8080,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpca1-bb060,2022-09-13 04:04:00,2023-04-17 16:26:00,216.0,9.8.0P16,9.8.0P12,,False,True
349,stnpa1-01-bb067,stnpca1-bb067,CCloud,AFF8080,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpca1-bb067,2022-09-30 22:07:00,2023-04-17 16:26:00,198.0,9.8.0P16,9.8.0P12,,False,True
350,stnpa1-01-bb068,stnpca1-bb068,CCloud,AFF8080,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpca1-bb068,2022-10-01 22:41:00,2023-04-17 16:26:00,197.0,9.8.0P16,9.8.0P12,,False,True
351,stnpa1-01-bb069,stnpca1-bb069,CCloud,AFF8040,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpca1-bb069,2022-09-06 04:10:00,2023-04-17 16:26:00,223.0,9.8.0P16,9.8.0P12,,False,True
352,stnpa1-01-bb091,stnpca1-bb091,CCloud,AFF8040,9.8.0P16,NetApp Release 9.8P16: Fri Dec 02 02:05:05 UTC 2022,stnpca1-bb091,2022-12-28 16:52:00,2023-04-17 16:26:00,109.0,9.8.0P16,9.8.0P12,,True,True
353,stnpa1-01-bb092,stnpca1-bb092,CCloud,AFF8040,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpca1-bb092,2022-06-02 19:37:00,2023-04-17 16:26:00,318.0,9.8.0P16,9.8.0P12,,False,True
354,stnpa1-01-bb093,stnpca1-bb093,CCloud,AFF-A700s,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb093,2022-08-01 07:58:00,2023-04-17 16:26:00,259.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
355,stnpa1-01-bb094,stnpca1-bb094,CCloud,AFF8040,9.8.0P12,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpca1-bb094,2022-06-02 18:57:00,2023-04-17 16:26:00,318.0,9.8.0P16,9.8.0P12,,False,True
356,stnpa1-01-bb097,stnpca1-bb097,CCloud,AFF-A800,9.10.1P5,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb097,2022-08-01 08:07:00,2023-04-17 16:26:00,259.0,9.10.1P8,9.10.1P5,9.8.0P12,False,True
