netapp_ontap.system_node,node_version_install_time,node_version,cluster_name
hec07f0018,23 Aug 2022 15:23 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec07fc001
hec08f0009,17 Aug 2022 15:14 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec08fc003
hec08f0010,17 Aug 2022 15:15 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec08fc003
hec08f0011,13 Sep 2022 15:26 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec08fc001
hec08f0012,13 Sep 2022 15:26 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec08fc001
hec08f0013,13 Sep 2022 15:26 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec08fc001
hec08f0014,13 Sep 2022 15:26 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec08fc001
hec08f0015,13 Sep 2022 15:26 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec08fc001
hec08f0016,13 Sep 2022 15:26 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec08fc001
hec08f0017,13 Sep 2022 15:26 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec08fc001
hec08f0018,13 Sep 2022 15:26 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec08fc001
hec09f0007,10 Oct 2022 18:51 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec09fc001
hec09f0008,10 Oct 2022 18:52 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec09fc001
hec09f0009,11 Aug 2022 22:11 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec09fc003
hec09f0010,11 Aug 2022 22:11 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec09fc003
hec09f0501,12 Aug 2022 22:34 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec09fc051
hec09f0502,12 Aug 2022 22:35 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec09fc051
hec10f0001,19 Oct 2022 19:35 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec10fc001
hec10f0002,19 Oct 2022 19:35 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec10fc001
hec10f0005,15 Feb 2023 18:58 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,hec10fc003
hec10f0006,15 Feb 2023 18:58 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,hec10fc003
hec10f0501,22 Sep 2022 18:26 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec10fc051
hec10f0502,22 Sep 2022 18:27 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec10fc051
hec13f0007,19 Aug 2022 06:48 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec13fc001
hec13f0008,19 Aug 2022 06:48 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec13fc001
hec13f0009,19 Aug 2022 06:48 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec13fc001
hec13f0010,19 Aug 2022 06:48 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec13fc001
hec13f0011,22 Aug 2022 04:14 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec13fc003
hec13f0012,22 Aug 2022 04:15 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec13fc003
hec13f0501,23 Aug 2022 04:11 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec13fc051
hec13f0502,23 Aug 2022 04:11 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec13fc051
hec14f0001,30 Aug 2022 04:13 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec14fc001
hec14f0002,30 Aug 2022 04:14 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec14fc001
hec14f0009,28 Nov 2022 11:08 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec14fc003
hec14f0010,28 Nov 2022 11:09 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec14fc003
hec15f0001,4 Oct 2022 18:19 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec15fc001
hec15f0002,4 Oct 2022 18:20 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec15fc001
hec15f0003,4 Oct 2022 18:20 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec15fc001
hec15f0004,4 Oct 2022 18:20 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec15fc001
hec15f0007,23 Sep 2022 18:23 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec15fc004
hec15f0008,23 Sep 2022 18:23 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec15fc004
hec15f0009,4 Oct 2022 18:20 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec15fc001
hec15f0010,4 Oct 2022 18:20 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec15fc001
hec15f0011,4 Oct 2022 18:20 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec15fc001
hec15f0012,4 Oct 2022 18:20 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec15fc001
hec15f0013,21 Sep 2022 18:21 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec15fc003
hec15f0014,21 Sep 2022 18:22 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec15fc003
hec15f0015,4 Oct 2022 18:20 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec15fc001
hec15f0016,4 Oct 2022 18:20 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec15fc001
hec15f0501,14 Sep 2022 18:05 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec15fc051
hec15f0502,14 Sep 2022 18:06 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec15fc051
hec15f0503,30 Jan 2023 13:39 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec15fc051
hec15f0504,30 Jan 2023 13:41 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec15fc051
hec16f0001,12 Aug 2022 04:26 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec16fc001
hec16f0002,12 Aug 2022 04:26 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec16fc001
hec16f0005,15 Aug 2022 04:20 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec16fc003
hec16f0006,15 Aug 2022 04:20 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec16fc003
hec16f0007,12 Aug 2022 04:26 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec16fc001
hec16f0008,12 Aug 2022 04:26 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec16fc001
hec16f0501,16 Aug 2022 04:31 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec16fc051
hec16f0502,16 Aug 2022 04:31 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec16fc051
hec17f0001,1 Aug 2022 04:10 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec17fc001
hec17f0002,1 Aug 2022 04:11 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec17fc001
hec17f0005,11 Aug 2022 04:44 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec17fc003
hec17f0006,11 Aug 2022 04:44 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec17fc003
hec18f0001,29 Jul 2022 04:19 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec18fc001
hec18f0002,29 Jul 2022 04:19 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec18fc001
hec18f005,4 Aug 2022 05:26 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec18fc003
hec18f006,4 Aug 2022 05:26 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec18fc003
hec19f0001,17 Aug 2022 22:13 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec19fc001
hec19f0002,17 Aug 2022 22:14 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec19fc001
hec19f0005,19 Aug 2022 22:05 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec19fc003
hec19f0006,19 Aug 2022 22:06 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec19fc003
hec19f0007,17 Aug 2022 22:13 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec19fc001
hec19f0008,17 Aug 2022 22:13 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec19fc001
hec19f0501,12 Aug 2022 22:12 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec19fc051
hec19f0502,12 Aug 2022 22:12 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,hec19fc051
iltlvsn07-01,24 Jul 2021 23:49 UTC,NetApp Release 9.7P11: Tue Jan 12 23:00:49 UTC 2021,iltlvsn07
iltlvsn07-02,24 Jul 2021 23:50 UTC,NetApp Release 9.7P11: Tue Jan 12 23:00:49 UTC 2021,iltlvsn07
inblrnp01,8 Feb 2023 12:48 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,inblrnpc01
inblrnp02,8 Feb 2023 12:50 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,inblrnpc01
indhdnp001,5 Aug 2022 15:06 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,indhdnpc001
indhdnp002,5 Aug 2022 15:07 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,indhdnpc001
nzakl1np01a,1 Feb 2023 22:06 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,nzakl1npc01
nzakl1np01b,1 Feb 2023 22:05 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,nzakl1npc01
qa-de-2-stnpca1-01,28 Dec 2022 17:03 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,qa-de-2-stnpca1
qa-de-2-stnpca1-02,28 Dec 2022 17:04 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,qa-de-2-stnpca1
qa-de-3-stnpa1-01,26 Sep 2022 10:47 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,qa-de-3-stnpca1
qa-de-3-stnpa1-02,26 Sep 2022 10:48 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,qa-de-3-stnpca1
qa-de-4-stnpa1-01,26 Sep 2022 11:09 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,qa-de-4-stnpca1
qa-de-4-stnpa1-02,26 Sep 2022 11:09 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,qa-de-4-stnpca1
qa-de-5-stnpa1-01,26 Sep 2022 13:12 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,qa-de-5-stnpca1
qa-de-5-stnpa1-02,26 Sep 2022 13:12 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,qa-de-5-stnpca1
qa-de-6-stnpa1-01,26 Sep 2022 13:12 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,qa-de-6-stnpca1
qa-de-6-stnpa1-02,26 Sep 2022 13:13 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,qa-de-6-stnpca1
stnp056-01,11 Oct 2022 22:07 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpc056
stnp056-02,11 Oct 2022 22:08 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpc056
stnpa1-01,18 Feb 2023 22:45 UTC,NetApp Release 9.8P16: Fri Dec 02 02:05:05 UTC 2022,stnpca1
stnpa1-01-ap003,12 Dec 2022 19:05 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap003
stnpa1-01-ap004,25 Sep 2022 22:04 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap004
stnpa1-01-ap005,31 Aug 2022 22:13 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap005
stnpa1-01-ap006,4 Sep 2022 22:13 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap006
stnpa1-01-ap007,4 Sep 2022 22:17 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap007
stnpa1-01-ap008,5 Sep 2022 22:34 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap008
stnpa1-01-ap009,3 Sep 2022 22:03 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap009
stnpa1-01-ap010,1 Sep 2022 22:03 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap010
stnpa1-01-ap013,11 Jul 2022 19:05 UTC,NetApp Release 9.10.1P4: Mon May 09 22:11:44 UTC 2022,stnpca1-ap013
stnpa1-01-ap014,1 Aug 2022 15:04 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap014
stnpa1-01-ap015,2 Aug 2022 15:08 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap015
stnpa1-01-ap016,24 Aug 2022 04:11 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap016
stnpa1-01-ap017,25 Aug 2022 04:08 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap017
stnpa1-01-ap018,26 Aug 2022 04:08 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap018
stnpa1-01-ap019,27 Aug 2022 04:09 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap019
stnpa1-01-ap020,3 Aug 2022 15:59 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap020
stnpa1-01-ap021,8 Aug 2022 15:03 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap021
stnpa1-01-ap022,11 Aug 2022 15:12 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap022
stnpa1-01-ap023,12 Jul 2022 19:05 UTC,NetApp Release 9.10.1P4: Mon May 09 22:11:44 UTC 2022,stnpca1-ap023
stnpa1-01-ap025,26 Oct 2022 11:13 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap025
stnpa1-01-ap027,28 Aug 2022 04:01 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap027
stnpa1-01-ap028,1 Aug 2022 13:48 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap028
stnpa1-01-ap029,29 Aug 2022 04:11 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap029
stnpa1-01-ap032,24 Oct 2022 11:06 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap032
stnpa1-01-ap035,30 Aug 2022 04:03 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap035
stnpa1-01-ap036,10 Apr 2023 15:04 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-ap036
stnpa1-01-ap037,22 Sep 2022 04:07 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap037
stnpa1-01-ap038,20 Oct 2022 04:07 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap038
stnpa1-01-ap045,6 Sep 2022 16:49 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap045
stnpa1-01-bb034,11 Oct 2022 22:07 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpca1-bb034
stnpa1-01-bb036,7 Sep 2022 04:17 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpca1-bb036
stnpa1-01-bb043,23 Jul 2022 15:22 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpca1-bb043
stnpa1-01-bb047,4 Mar 2023 15:08 UTC,NetApp Release 9.8P16: Fri Dec 02 02:05:05 UTC 2022,stnpca1-bb047
stnpa1-01-bb052,17 Jul 2022 15:05 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpca1-bb052
stnpa1-01-bb058,5 Mar 2023 15:11 UTC,NetApp Release 9.8P16: Fri Dec 02 02:05:05 UTC 2022,stnpca1-bb058
stnpa1-01-bb060,13 Sep 2022 04:04 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpca1-bb060
stnpa1-01-bb067,30 Sep 2022 22:07 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpca1-bb067
stnpa1-01-bb068,1 Oct 2022 22:41 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpca1-bb068
stnpa1-01-bb069,6 Sep 2022 04:10 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpca1-bb069
stnpa1-01-bb091,28 Dec 2022 16:52 UTC,NetApp Release 9.8P16: Fri Dec 02 02:05:05 UTC 2022,stnpca1-bb091
stnpa1-01-bb092,2 Jun 2022 19:37 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpca1-bb092
stnpa1-01-bb093,1 Aug 2022 07:58 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb093
stnpa1-01-bb094,2 Jun 2022 18:57 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpca1-bb094
stnpa1-01-bb097,1 Aug 2022 08:07 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb097
stnpa1-01-bb100,1 Aug 2022 19:04 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpca1-bb100
stnpa1-01-bb101,19 Jul 2022 19:03 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpca1-bb101
stnpa1-01-bb103,1 Oct 2022 22:37 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpca1-bb103
stnpa1-01-bb104,13 Sep 2022 22:04 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpca1-bb104
stnpa1-01-bb110,20 Jul 2022 19:08 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpca1-bb110
stnpa1-01-bb111,17 Jul 2022 19:22 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpca1-bb111
stnpa1-01-bb113,8 Sep 2022 04:09 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpca1-bb113
stnpa1-01-bb114,6 Mar 2023 16:19 UTC,NetApp Release 9.8P16: Fri Dec 02 02:05:05 UTC 2022,stnpca1-bb114
stnpa1-01-bb115,3 Feb 2023 15:38 UTC,NetApp Release 9.8P16: Fri Dec 02 02:05:05 UTC 2022,stnpca1-bb115
stnpa1-01-bb116,2 Oct 2022 22:08 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpca1-bb116
stnpa1-01-bb117,9 Sep 2022 04:05 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpca1-bb117
stnpa1-01-bb118,2 Oct 2022 22:10 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpca1-bb118
stnpa1-01-bb119,3 Oct 2022 22:12 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpca1-bb119
stnpa1-01-bb120,3 Oct 2022 22:14 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpca1-bb120
stnpa1-01-bb123,4 Oct 2022 22:07 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpca1-bb123
stnpa1-01-bb124,1 Feb 2023 15:32 UTC,NetApp Release 9.8P16: Fri Dec 02 02:05:05 UTC 2022,stnpca1-bb124
stnpa1-01-bb125,4 Oct 2022 22:12 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpca1-bb125
stnpa1-01-bb126,10 Sep 2022 04:09 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpca1-bb126
stnpa1-01-bb127,14 Sep 2022 04:12 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpca1-bb127
stnpa1-01-bb128,5 Oct 2022 22:06 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpca1-bb128
stnpa1-01-bb129,5 Oct 2022 22:15 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpca1-bb129
stnpa1-01-bb131,15 Sep 2022 22:17 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb131
stnpa1-01-bb132,16 Sep 2022 22:11 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb132
stnpa1-01-bb133,3 Mar 2023 15:04 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-bb133
stnpa1-01-bb134,20 Jan 2023 04:10 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-bb134
stnpa1-01-bb135,9 Apr 2023 22:29 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-bb135
stnpa1-01-bb136,6 Jan 2023 15:29 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-bb136
stnpa1-01-bb137,10 Jan 2023 15:33 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-bb137
stnpa1-01-bb138,8 Apr 2023 22:09 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-bb138
stnpa1-01-bb139,7 Apr 2023 22:10 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-bb139
stnpa1-01-bb140,18 Sep 2022 22:17 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb140
stnpa1-01-bb141,18 Sep 2022 22:05 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb141
stnpa1-01-bb142,19 Sep 2022 22:04 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb142
stnpa1-01-bb143,19 Sep 2022 22:09 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb143
stnpa1-01-bb144,13 Jul 2022 19:12 UTC,NetApp Release 9.10.1P4: Mon May 09 22:11:44 UTC 2022,stnpca1-bb144
stnpa1-01-bb145,5 Jan 2023 16:14 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-bb145
stnpa1-01-bb146,3 Mar 2023 04:25 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-bb146
stnpa1-01-bb147,14 Jul 2022 19:06 UTC,NetApp Release 9.10.1P4: Mon May 09 22:11:44 UTC 2022,stnpca1-bb147
stnpa1-01-bb148,2 Aug 2022 04:25 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb148
stnpa1-01-bb149,12 Jan 2023 15:39 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-bb149
stnpa1-01-bb150,20 Sep 2022 22:07 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb150
stnpa1-01-bb151,20 Sep 2022 22:09 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb151
stnpa1-01-bb152,6 Mar 2023 04:19 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-bb152
stnpa1-01-bb153,2 Apr 2023 04:15 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-bb153
stnpa1-01-bb154,25 Sep 2022 04:03 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb154
stnpa1-01-bb155,24 Sep 2022 04:07 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb155
stnpa1-01-bb156,21 Sep 2022 22:04 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb156
stnpa1-01-bb157,21 Sep 2022 22:09 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb157
stnpa1-01-bb158,22 Sep 2022 22:03 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb158
stnpa1-01-bb159,22 Sep 2022 22:17 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb159
stnpa1-01-bb160,27 Feb 2023 15:12 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-bb160
stnpa1-01-bb162,2 Aug 2022 04:18 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb162
stnpa1-01-bb163,5 Apr 2023 04:23 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-bb163
stnpa1-01-bb164,6 Apr 2023 04:09 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-bb164
stnpa1-01-bb165,15 Jul 2022 19:02 UTC,NetApp Release 9.10.1P4: Mon May 09 22:11:44 UTC 2022,stnpca1-bb165
stnpa1-01-bb166,3 Aug 2022 15:13 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb166
