netapp_ontap.system_node,node_version_install_time,node_version,cluster_name
stnpa1-01-bb167,16 Jul 2022 19:12 UTC,NetApp Release 9.10.1P4: Mon May 09 22:11:44 UTC 2022,stnpca1-bb167
stnpa1-01-bb168,23 Sep 2022 22:08 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb168
stnpa1-01-bb169,9 Aug 2022 04:15 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb169
stnpa1-01-bb170,10 Aug 2022 04:10 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb170
stnpa1-01-bb171,23 Sep 2022 22:03 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb171
stnpa1-01-bb172,7 Apr 2023 05:00 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-bb172
stnpa1-01-bb173,10 Oct 2022 22:13 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb173
stnpa1-01-bb174,11 Jan 2023 15:28 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-bb174
stnpa1-01-bb175,10 Oct 2022 22:05 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb175
stnpa1-01-bb176,31 Aug 2022 22:13 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb176
stnpa1-01-bb177,29 Oct 2022 22:04 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb177
stnpa1-01-bb178,6 Apr 2023 15:12 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-bb178
stnpa1-01-bb179,10 Aug 2022 22:09 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb179
stnpa1-01-bb180,12 Aug 2022 22:04 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb180
stnpa1-01-bb181,28 Oct 2022 22:06 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb181
stnpa1-01-bb182,4 Mar 2023 22:17 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-bb182
stnpa1-01-bb183,5 Mar 2023 22:21 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-bb183
stnpa1-01-bb184,4 Apr 2023 22:22 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-bb184
stnpa1-01-bb185,6 Mar 2023 22:10 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-bb185
stnpa1-01-bb186,20 Sep 2022 22:04 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb186
stnpa1-01-bb187,22 Aug 2022 22:06 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb187
stnpa1-01-bb188,23 Aug 2022 22:03 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb188
stnpa1-01-bb189,4 Mar 2023 22:38 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-bb189
stnpa1-01-bb190,6 Mar 2023 22:21 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-bb190
stnpa1-01-bb191,26 Aug 2022 22:09 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb191
stnpa1-01-bb192,6 Sep 2022 22:04 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb192
stnpa1-01-bb193,28 Aug 2022 22:05 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb193
stnpa1-01-bb194,29 Aug 2022 22:03 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb194
stnpa1-01-bb195,31 Aug 2022 04:43 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb195
stnpa1-01-bb196,30 Aug 2022 22:06 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb196
stnpa1-01-bb197,11 Aug 2022 22:09 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb197
stnpa1-01-bb198,1 Sep 2022 04:05 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb198
stnpa1-01-bb199,3 Apr 2023 22:47 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-bb199
stnpa1-01-bb200,2 Sep 2022 04:05 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb200
stnpa1-01-bb201,31 Aug 2022 22:05 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb201
stnpa1-01-bb207,2 Sep 2022 22:03 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb207
stnpa1-01-bb208,3 Sep 2022 04:06 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb208
stnpa1-01-bb209,4 Sep 2022 04:06 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb209
stnpa1-01-bb210,23 Aug 2022 04:10 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb210
stnpa1-01-bb211,22 Feb 2023 04:09 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-bb211
stnpa1-01-bb212,28 Oct 2022 22:06 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb212
stnpa1-01-bb213,4 Feb 2023 04:07 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-bb213
stnpa1-01-bb214,2 Feb 2023 04:09 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-bb214
stnpa1-01-bb215,11 Jan 2023 04:37 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-bb215
stnpa1-01-bb216,1 Feb 2023 04:11 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-bb216
stnpa1-01-bb217,7 Apr 2023 15:04 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-bb217
stnpa1-01-bb218,1 Mar 2023 15:05 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-bb218
stnpa1-01-bb219,30 Oct 2022 22:05 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb219
stnpa1-01-bb220,7 Sep 2022 22:07 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb220
stnpa1-01-bb221,8 Sep 2022 22:26 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb221
stnpa1-01-bb222,9 Sep 2022 22:09 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb222
stnpa1-01-bb223,26 Sep 2022 22:09 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb223
stnpa1-01-bb226,2 Mar 2023 15:17 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-bb226
stnpa1-01-bb227,22 Aug 2022 22:08 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb227
stnpa1-01-bb228,23 Aug 2022 22:05 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb228
stnpa1-01-bb229,24 Aug 2022 22:06 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb229
stnpa1-01-bb230,5 Mar 2023 22:48 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-bb230
stnpa1-01-bb231,26 Aug 2022 22:15 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb231
stnpa1-01-bb232,6 Sep 2022 22:03 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb232
stnpa1-01-bb233,28 Aug 2022 22:07 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb233
stnpa1-01-bb234,6 Oct 2022 04:03 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb234
stnpa1-01-bb235,5 Mar 2023 04:26 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-bb235
stnpa1-01-bb236,3 Feb 2023 04:13 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-bb236
stnpa1-01-bb237,10 Jan 2023 04:19 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-bb237
stnpa1-01-bb255,4 Mar 2023 04:49 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-bb255
stnpa1-01-bb256,7 Oct 2022 04:08 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb256
stnpa1-01-bb257,29 Aug 2022 22:09 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb257
stnpa1-01-bb258,1 Apr 2023 22:25 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-bb258
stnpa1-01-bb259,11 Sep 2022 22:09 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb259
stnpa1-01-bb260,11 Sep 2022 22:27 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-bb260
stnpa1-01-cp002,23 Feb 2023 04:15 UTC,NetApp Release 9.8P16: Fri Dec 02 02:05:05 UTC 2022,stnpca1-cp002
stnpa1-01-cp003,23 Feb 2023 15:23 UTC,NetApp Release 9.8P16: Fri Dec 02 02:05:05 UTC 2022,stnpca1-cp003
stnpa1-01-cp004,24 Feb 2023 04:19 UTC,NetApp Release 9.8P16: Fri Dec 02 02:05:05 UTC 2022,stnpca1-cp004
stnpa1-01-cp005,25 Feb 2023 16:15 UTC,NetApp Release 9.8P16: Fri Dec 02 02:05:05 UTC 2022,stnpca1-cp005
stnpa1-01-cp006,20 Feb 2023 15:17 UTC,NetApp Release 9.8P16: Fri Dec 02 02:05:05 UTC 2022,stnpca1-cp006
stnpa1-01-cp007,18 Feb 2023 04:09 UTC,NetApp Release 9.8P16: Fri Dec 02 02:05:05 UTC 2022,stnpca1-cp007
stnpa1-01-cp008,21 Feb 2023 15:48 UTC,NetApp Release 9.8P16: Fri Dec 02 02:05:05 UTC 2022,stnpca1-cp008
stnpa1-01-cp010,1 Mar 2023 22:51 UTC,NetApp Release 9.8P16: Fri Dec 02 02:05:05 UTC 2022,stnpca1-cp010
stnpa1-01-cp011,7 Mar 2023 05:11 UTC,NetApp Release 9.8P16: Fri Dec 02 02:05:05 UTC 2022,stnpca1-cp011
stnpa1-01-cp012,8 Aug 2022 19:13 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpca1-cp012
stnpa1-01-cp013,9 Aug 2022 19:10 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpca1-cp013
stnpa1-01-cp014,20 Feb 2023 22:22 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-cp014
stnpa1-01-cp019,19 Feb 2023 04:13 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-cp019
stnpa1-01-cp090,2 Jun 2022 09:18 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpca1-cp090
stnpa1-01-md003,13 Aug 2022 23:22 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-md003
stnpa1-01-md004,28 Dec 2022 16:08 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-md004
stnpa1-01-md005,6 Apr 2023 14:53 UTC,NetApp Release 9.12.1P1: Wed Feb 22 18:22:20 UTC 2023,stnpca1-md005
stnpa1-01-md006,9 Jul 2022 16:37 UTC,NetApp Release 9.10.1P4: Mon May 09 22:11:44 UTC 2022,stnpca1-md006
stnpa1-01-md007,15 Feb 2023 23:38 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-md007
stnpa1-01-md008,3 Dec 2022 22:15 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-md008
stnpa1-01-md009,5 Feb 2023 16:23 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-md009
stnpa1-01-md010,16 Feb 2023 15:26 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-md010
stnpa1-01-md012,9 Feb 2023 04:40 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-md012
stnpa1-01-md013,4 Dec 2022 04:07 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-md013
stnpa1-01-md014,19 Feb 2023 16:00 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-md014
stnpa1-01-md016,13 Feb 2023 04:41 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-md016
stnpa1-01-md020,14 Feb 2023 04:14 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-md020
stnpa1-01-md023,7 Oct 2022 19:30 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-md023
stnpa1-01-md024,9 Oct 2022 04:04 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-md024
stnpa1-01-md025,4 Dec 2022 04:07 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-md025
stnpa1-01-md026,3 Dec 2022 22:07 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-md026
stnpa1-01-md027,23 Jul 2022 23:31 UTC,NetApp Release 9.10.1P4: Mon May 09 22:11:44 UTC 2022,stnpca1-md027
stnpa1-01-md028,11 Feb 2023 22:22 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-md028
stnpa1-01-md029,6 Nov 2022 04:08 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-md029
stnpa1-01-st003,25 Sep 2022 22:06 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st003
stnpa1-01-st006,8 Oct 2022 15:29 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st006
stnpa1-01-st007,12 Sep 2022 22:09 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st007
stnpa1-01-st009,18 Jan 2023 02:32 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st009
stnpa1-01-st011,7 Jan 2023 15:18 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st011
stnpa1-01-st015,11 Aug 2022 04:32 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st015
stnpa1-01-st016,10 Feb 2023 04:22 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st016
stnpa1-01-st020,2 Mar 2023 04:12 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st020
stnpa1-01-st021,17 Feb 2023 04:13 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st021
stnpa1-01-st023,1 Dec 2022 19:05 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st023
stnpa1-01-st024,22 Aug 2022 04:08 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st024
stnpa1-01-st025,13 Aug 2022 04:06 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st025
stnpa1-01-st026,12 Sep 2022 22:23 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st026
stnpa1-01-st028,25 Sep 2022 22:17 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st028
stnpa1-01-st029,27 Oct 2022 04:09 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st029
stnpa1-01-st030,13 Sep 2022 22:04 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st030
stnpa1-01-st031,13 Aug 2022 15:07 UTC,NetApp Release 9.8P12: Fri May 13 00:04:00 UTC 2022,stnpca1-st031
stnpa1-01-st032,13 Sep 2022 22:06 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st032
stnpa1-01-st033,24 Jun 2022 19:04 UTC,NetApp Release 9.10.1P4: Mon May 09 22:11:44 UTC 2022,stnpca1-st033
stnpa1-01-st034,18 Dec 2022 22:06 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st034
stnpa1-01-st035,1 Aug 2022 13:47 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st035
stnpa1-01-st036,1 Aug 2022 13:47 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st036
stnpa1-01-st037,8 Jan 2023 15:14 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st037
stnpa1-01-st038,9 Feb 2023 15:23 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st038
stnpa1-01-st039,3 Apr 2023 04:56 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st039
stnpa1-01-st040,2 Dec 2022 19:11 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st040
stnpa1-01-st043,4 Dec 2022 04:16 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st043
stnpa1-01-st044,8 Oct 2022 23:37 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st044
stnpa1-01-st045,8 Dec 2022 04:06 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st045
stnpa1-01-st046,27 Feb 2023 22:22 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st046
stnpa1-01-st047,27 Aug 2022 22:09 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st047
stnpa1-01-st048,2 Dec 2022 22:08 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st048
stnpa1-01-st049,6 Apr 2023 22:42 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st049
stnpa1-01-st050,8 Dec 2022 22:04 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st050
stnpa1-01-st051,23 Mar 2023 13:10 UTC,NetApp Release 9.12.1P1: Wed Feb 22 18:22:20 UTC 2023,stnpca1-st051
stnpa1-01-st052,24 Jul 2022 06:11 UTC,NetApp Release 9.10.1P4: Mon May 09 22:11:44 UTC 2022,stnpca1-st052
stnpa1-01-st053,1 Mar 2023 22:55 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st053
stnpa1-01-st054,23 Feb 2023 00:04 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st054
stnpa1-01-st055,14 Jan 2023 22:27 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st055
stnpa1-01-st056,7 Dec 2022 22:08 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st056
stnpa1-01-st057,17 Feb 2023 22:43 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st057
stnpa1-01-st058,13 Dec 2022 22:07 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st058
stnpa1-01-st059,10 Feb 2023 23:02 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st059
stnpa1-01-st060,25 Jun 2022 22:04 UTC,NetApp Release 9.10.1P4: Mon May 09 22:11:44 UTC 2022,stnpca1-st060
stnpa1-01-st064,24 Feb 2023 22:17 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st064
stnpa1-01-st065,16 Feb 2023 23:03 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st065
stnpa1-01-st066,4 Apr 2023 15:13 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st066
stnpa1-01-st067,5 Apr 2023 15:46 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st067
stnpa1-01-st068,5 Dec 2022 04:02 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st068
stnpa1-01-st069,24 Jul 2022 04:10 UTC,NetApp Release 9.10.1P4: Mon May 09 22:11:44 UTC 2022,stnpca1-st069
stnpa1-01-st070,6 Sep 2022 20:30 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st070
stnpa1-01-st071,2 Apr 2023 22:36 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st071
stnpa1-01-st075,15 Feb 2023 16:00 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st075
stnpa1-01-st076,18 Nov 2022 10:44 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st076
stnpa1-01-st077,13 Dec 2022 22:04 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st077
stnpa1-01-st079,23 Jul 2022 22:11 UTC,NetApp Release 9.10.1P4: Mon May 09 22:11:44 UTC 2022,stnpca1-st079
stnpa1-01-st080,23 Jul 2022 22:03 UTC,NetApp Release 9.10.1P4: Mon May 09 22:11:44 UTC 2022,stnpca1-st080
stnpa1-01-st081,10 Nov 2022 12:23 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-st081
stnpa1-01-st082,10 Apr 2023 04:43 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st082
stnpa1-01-st083,28 Feb 2023 10:31 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st083
stnpa1-01-st084,6 Feb 2023 14:11 UTC,NetApp Release 9.10.1P8: Tue Sep 13 14:10:13 UTC 2022,stnpca1-st084
stnpa1-02,18 Feb 2023 22:46 UTC,NetApp Release 9.8P16: Fri Dec 02 02:05:05 UTC 2022,stnpca1
stnpa1-02-ap003,12 Dec 2022 19:06 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap003
stnpa1-02-ap004,25 Sep 2022 22:05 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap004
stnpa1-02-ap005,31 Aug 2022 22:13 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap005
stnpa1-02-ap006,4 Sep 2022 22:14 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap006
stnpa1-02-ap007,4 Sep 2022 22:17 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap007
stnpa1-02-ap008,5 Sep 2022 22:35 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap008
stnpa1-02-ap009,3 Sep 2022 22:03 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap009
stnpa1-02-ap010,1 Sep 2022 22:03 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap010
stnpa1-02-ap013,11 Jul 2022 19:06 UTC,NetApp Release 9.10.1P4: Mon May 09 22:11:44 UTC 2022,stnpca1-ap013
stnpa1-02-ap014,1 Aug 2022 15:04 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap014
stnpa1-02-ap015,2 Aug 2022 15:09 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap015
stnpa1-02-ap016,24 Aug 2022 04:11 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap016
stnpa1-02-ap017,25 Aug 2022 04:09 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap017
stnpa1-02-ap018,26 Aug 2022 04:09 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap018
stnpa1-02-ap019,27 Aug 2022 04:09 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap019
stnpa1-02-ap020,3 Aug 2022 16:00 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap020
stnpa1-02-ap021,8 Aug 2022 15:03 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap021
stnpa1-02-ap022,11 Aug 2022 15:12 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap022
stnpa1-02-ap023,12 Jul 2022 19:05 UTC,NetApp Release 9.10.1P4: Mon May 09 22:11:44 UTC 2022,stnpca1-ap023
stnpa1-02-ap025,26 Oct 2022 11:17 UTC,NetApp Release 9.10.1P5: Sun Jun 19 14:49:57 UTC 2022,stnpca1-ap025
